osmid,rainfall_mm
1319768709,0.0
1319768709,0.0
478340483,0.0
479172520,0.0
478340481,0.0
512870349,0.0
540766720,0.0
473486415,0.0
512870345,0.0
83999094,0.0
646725960,0.0
638946984,0.0
74592260,0.0
74566530,0.0
634197971,0.0
480433128,0.0
655785760,0.0
119801714,0.0
632529473,0.0
655788431,0.0
630115939,0.0
444356119,0.0
533989675,0.0
22945256,0.0
389214434,0.0
75044401,0.0
632541180,0.0
161972819,0.0
479342452,0.0
161640808,0.0
119805560,0.0
738258072,0.0
634169483,0.0
75042702,0.0
576807858,0.0
75044398,0.0
538766097,0.0
173896144,0.0
573704870,0.0
745314048,0.0
644922572,0.0
641121025,0.0
747368578,0.0
449399358,0.0
597147087,0.0
168242585,0.0
638912257,0.0
22278666,0.0
538766103,0.0
652278513,0.0
639936522,0.0
538766104,0.0
743294536,0.0
743294537,0.0
743294538,0.0
474494408,0.0
538747197,0.0
476106535,0.0
476109714,0.0
474677979,0.0
666569250,0.0
474676261,0.0
476109713,0.0
728837248,0.0
644674274,0.0
747402016,0.0
46341954,0.0
585646214,0.0
475339258,0.0
174049690,0.0
585646212,0.0
585646213,0.0
465461961,0.0
633313290,0.0
253945337,0.0
74735250,0.0
633313289,0.0
479302149,0.0
585630285,0.0
33297608,0.0
479302147,0.0
538223021,0.0
479302536,0.0
479302535,0.0
630411168,0.0
445283032,0.0
445282932,0.0
75564604,0.0
633865636,0.0
633592868,0.0
666823022,0.0
23101283,0.0
538223019,0.0
633552363,0.0
633244921,0.0
633165450,0.0
22380596,0.0
480428601,0.0
538223037,0.0
676705881,0.0
711295367,0.0
22381778,0.0
630100813,0.0
22382276,0.0
633246394,0.0
481677045,0.0
474288892,0.0
826860756,0.0
727847361,0.0
727478651,0.0
474280009,0.0
627713438,0.0
655162955,0.0
640214466,0.0
121880525,0.0
727760755,0.0
632761006,0.0
727760754,0.0
845291832,0.0
727760755,0.0
639994174,0.0
632748640,0.0
632727818,0.0
639562692,0.0
639562694,0.0
635168264,0.0
22932589,0.0
121880145,0.0
41895460,0.0
632746171,0.0
632746170,0.0
640004158,0.0
633214904,0.0
763955272,0.0
633166656,0.0
465314276,0.0
202054173,0.0
170968193,0.0
475334596,0.0
538624604,0.0
585630268,0.0
585630270,0.0
585630275,0.0
175540488,0.0
585630276,0.0
666804426,0.0
23513616,0.0
633797715,0.0
475336751,0.0
649794626,0.0
727628958,0.0
708456472,0.0
476106528,0.0
632842878,0.0
643388132,0.0
75512569,0.0
632842880,0.0
666022166,0.0
632842876,0.0
475337631,0.0
645281442,0.0
632842880,0.0
474872960,0.0
585646215,0.0
74750870,0.0
474872959,0.0
23514480,0.0
762304517,0.0
74666360,0.0
475339253,0.0
666018889,0.0
666805283,0.0
632085893,0.0
23513316,0.0
666804273,0.0
475339254,0.0
645215334,0.0
747788802,0.0
745001210,0.0
762303213,0.0
23516066,0.0
660070240,0.0
747788800,0.0
666844401,0.0
660065886,0.0
666832448,0.0
633596400,0.0
632599082,0.0
666599049,0.0
632978624,0.0
826062214,0.0
475342012,0.0
665752578,0.0
632540964,0.0
634690651,0.0
645158440,0.0
475342015,0.0
479529434,0.0
776656803,0.0
747288345,0.0
465059835,0.0
465063443,0.0
826896137,0.0
847874140,0.0
538922844,0.0
633359037,0.0
537033774,0.0
632202463,0.0
34710330,0.0
712002218,0.0
482266826,0.0
22973802,0.0
537033771,0.0
481041453,0.0
639342427,0.0
447713240,0.0
594262542,0.0
481041450,0.0
478158692,0.0
147081806,0.0
650909753,0.0
39959537,0.0
22562915,0.0
478116454,0.0
480533136,0.0
248820791,0.0
780434113,0.0
22932587,0.0
480530760,0.0
161886808,0.0
746695908,0.0
480530757,0.0
736766315,0.0
140392533,0.0
736766315,0.0
396336410,0.0
223860464,0.0
396336409,0.0
746695909,0.0
45108866,0.0
174281611,0.0
774541719,0.0
539791683,0.0
631932837,0.0
630435128,0.0
739808394,0.0
739808395,0.0
734527364,0.0
173767920,0.0
1328170192,0.0
173767653,0.0
445283008,0.0
104956826,0.0
669886915,0.0
537033763,0.0
650042503,0.0
448937537,0.0
445283009,0.0
22568124,0.0
445282910,0.0
669649076,0.0
655596616,0.0
480746657,0.0
666001760,0.0
654771393,0.0
536908861,0.0
713150097,0.0
765921222,0.0
632568340,0.0
825701688,0.0
75392753,0.0
23135746,0.0
75392753,0.0
539466149,0.0
465694973,0.0
23135741,0.0
632147220,0.0
481623217,0.0
22675500,0.0
22674910,0.0
223863476,0.0
75392813,0.0
22675501,0.0
630397080,0.0
74619412,0.0
630412329,0.0
630412328,0.0
265150805,0.0
632985747,0.0
481615566,0.0
655158879,0.0
643834593,0.0
765643929,0.0
765643930,0.0
646679281,0.0
765581880,0.0
22674983,0.0
635485352,0.0
816787040,0.0
104385784,0.0
537409576,0.0
465708033,0.0
480918305,0.0
786111908,0.0
763533913,0.0
75479639,0.0
265150847,0.0
480918306,0.0
265150820,0.0
480748530,0.0
465708034,0.0
633563632,0.0
654751909,0.0
480918950,0.0
634073639,0.0
480918948,0.0
478339471,0.0
480922236,0.0
45070965,0.0
633564856,0.0
75479640,0.0
633563768,0.0
633566707,0.0
480922237,0.0
75479641,0.0
173767760,0.0
265150742,0.0
22675226,0.0
34915772,0.0
480699273,0.0
22675227,0.0
630397081,0.0
480701028,0.0
632464424,0.0
141464492,0.0
630433552,0.0
718304641,0.0
480940125,0.0
635745397,0.0
480940123,0.0
633859155,0.0
633859157,0.0
464288916,0.0
633859156,0.0
480927779,0.0
38533993,0.0
763727264,0.0
782622696,0.0
782971913,0.0
480682744,0.0
665733720,0.0
173767776,0.0
23135313,0.0
480682745,0.0
480682746,0.0
23135317,0.0
75392714,0.0
173767645,0.0
538916608,0.0
634035105,0.0
480923757,0.0
464288917,0.0
537409568,0.0
480923761,0.0
74928383,0.0
480942268,0.0
447712961,0.0
537069593,0.0
97588118,0.0
536908929,0.0
537069588,0.0
75007300,0.0
22675499,0.0
481691268,0.0
74619414,0.0
535363232,0.0
537070031,0.0
477935705,0.0
771525760,0.0
633398275,0.0
22676796,0.0
758854784,0.0
654766753,0.0
723289706,0.0
727850465,0.0
22676889,0.0
640173215,0.0
745399719,0.0
640266153,0.0
681530931,0.0
170661184,0.0
539430881,0.0
22694130,0.0
74721115,0.0
478164268,0.0
1054617351,0.0
22694118,0.0
22694119,0.0
75356157,0.0
1054617350,0.0
814873293,0.0
22694105,0.0
159677027,0.0
771251463,0.0
22694122,0.0
639892258,0.0
650012758,0.0
630392725,0.0
152301691,0.0
22694106,0.0
631906139,0.0
22694117,0.0
1054617838,0.0
1054617839,0.0
173767971,0.0
771542566,0.0
478125624,0.0
74859234,0.0
734395586,0.0
634334945,0.0
631925383,0.0
478124390,0.0
649757026,0.0
631931749,0.0
640251890,0.0
478122500,0.0
673828553,0.0
542278896,0.0
654849924,0.0
173767957,0.0
173767769,0.0
289209505,0.0
445282948,0.0
22930500,0.0
173767770,0.0
445282944,0.0
173767765,0.0
658639938,0.0
633866358,0.0
474492319,0.0
474492320,0.0
22698154,0.0
74607481,0.0
172067794,0.0
633866357,0.0
465438411,0.0
74497750,0.0
445282985,0.0
445282945,0.0
538747208,0.0
633283841,0.0
22930501,0.0
476753167,0.0
538747209,0.0
741806125,0.0
538747213,0.0
734515392,0.0
465605717,0.0
538747212,0.0
646468728,0.0
670124354,0.0
639399473,0.0
747809795,0.0
747809797,0.0
74518112,0.0
74518111,0.0
467689356,0.0
467689358,0.0
467689353,0.0
74729031,0.0
467725332,0.0
45065632,0.0
652169828,0.0
633601610,0.0
22810642,0.0
74729033,0.0
474450057,0.0
649588399,0.0
467705312,0.0
644407127,0.0
22718210,0.0
464779176,0.0
646893120,0.0
665507932,0.0
22919809,0.0
646930805,0.0
644408329,0.0
545574464,0.0
22718207,0.0
22019830,0.0
464779175,0.0
464779178,0.0
22718209,0.0
475959111,0.0
632500072,0.0
22718371,0.0
474871010,0.0
540157293,0.0
596717581,0.0
632588208,0.0
46928501,0.0
475933300,0.0
23516065,0.0
465460555,0.0
540157289,0.0
585646216,0.0
475337632,0.0
660350912,0.0
74749512,0.0
475936547,0.0
465499121,0.0
475947529,0.0
660350914,0.0
585646218,0.0
479332840,0.0
475959112,0.0
617971447,0.0
632829728,0.0
753173121,0.0
22718375,0.0
23513611,0.0
632832138,0.0
594262553,0.0
445282909,0.0
745720053,0.0
1340314016,0.0
745720049,0.0
1305758883,0.0
75414320,0.0
632249502,0.0
174552489,0.0
655627143,0.0
533800665,0.0
325024321,0.0
644421577,0.0
745710928,0.0
444356121,0.0
533989674,0.0
75489392,0.0
314353945,0.0
