osmid,rainfall_mm,avg_volume
"[796737412, 251581989, 635327430, 736937268, 649139071]",0.0,0.0
537088443,0.0,0.0
265150812,0.0,0.0
251581991,0.0,0.0
251582094,0.0,0.0
"[796737413, 796737414, 265150735, 709567668, 482057374]",0.0,0.0
739677468,0.0,0.0
537088454,0.0,0.0
"[635362509, 251582095]",0.0,0.0
"[736937275, 251582093]",0.0,0.0
"[655682093, 655682094, 795202543, 795202544, 251582101, 635338458]",0.0,0.0
540472396,0.0,0.0
"[795202552, 251582179]",0.0,0.0
"[795202555, 251582189]",0.0,0.0
540472397,0.0,0.0
482056345,0.0,0.0
251582085,0.0,0.0
445282931,0.0,0.0
251582079,0.0,0.0
"[655232306, 251582083, 795202558]",0.0,0.0
"[251582120, 795207464, 481621507]",0.0,0.0
"[251582081, 481651347]",0.0,0.0
"[828645729, 481651348, 251582077]",0.0,0.0
251582080,0.0,0.0
"[540472395, 251582191]",0.0,0.0
537088432,0.0,0.0
"[630410467, 251582069]",0.0,0.0
"[630410466, 644131141, 644131144, 795177010, 251582102]",0.0,0.0
445282930,0.0,0.0
537088423,0.0,0.0
537088425,0.0,0.0
"[630410883, 537088422]",0.0,0.0
"[503473131, 630410740]",0.0,0.0
"[711252456, 780097385, 630410882, 251582092]",0.0,0.0
251582084,0.0,0.0
173896229,0.0,0.0
251582065,0.0,0.0
251582169,0.0,0.0
"[251581992, 251581990]",0.0,0.0
"[826838088, 786105603, 251582054]",0.0,0.0
481869559,0.0,0.0
251582063,0.0,0.0
251582061,0.0,0.0
"[251582088, 780097386, 642142067]",0.0,0.0
481869556,0.0,0.0
251582109,0.0,0.0
537120335,0.0,0.0
537120340,0.0,0.0
"[22885862, 637957161, 706845933, 639551504, 146658739, 146658741]",0.0,0.0
251582185,0.0,0.0
"[22886344, 251582057, 251582058, 251582060, 780098990, 780098991, 780098992]",0.0,0.0
251582064,0.0,0.0
"[251582074, 251582075, 655218266, 644239662]",0.0,0.0
"[642155202, 635725808, 636823186, 251582098, 655216442, 265150813]",0.0,0.0
251582190,0.0,0.0
"[709124946, 481666060, 251582042]",0.0,0.0
251582196,0.0,0.0
"[75417921, 709066562, 251582118]",0.0,0.0
"[826324588, 251582110]",0.0,0.0
"[537120338, 754519853, 482056343]",0.0,0.0
"[709881792, 482059928, 539535925]",0.0,0.0
481869562,0.0,0.0
146652593,0.0,0.0
635751281,0.0,0.0
537757463,0.0,0.0
635751282,0.0,0.0
251582056,0.0,0.0
635750141,0.0,0.0
251582108,0.0,0.0
482055189,0.0,0.0
251582048,0.0,0.0
251582049,0.0,0.0
251582107,0.0,0.0
"[655532865, 655532866, 655532867, 251582050, 635644040, 251582047]",0.0,0.0
146652594,0.0,0.0
"[173896236, 709141516, 709141517, 251582038]",0.0,0.0
635745291,0.0,0.0
251582181,0.0,0.0
"[537088420, 642409072, 754730807, 655531800, 655531801, 655531802, 655531803]",0.0,0.0
251582100,0.0,0.0
635581635,0.0,0.0
251582043,0.0,0.0
503519458,0.0,0.0
251582187,0.0,0.0
"[503519459, 635582279]",0.0,0.0
251582156,0.0,0.0
"[649167474, 251582099, 481632956, 635631022]",0.0,0.0
251582036,0.0,0.0
"[630419824, 649912001, 251582115]",0.0,0.0
481628926,0.0,0.0
"[630419819, 642176965]",0.0,0.0
"[635589760, 251582034, 481651344]",0.0,0.0
251582186,0.0,0.0
537088416,0.0,0.0
"[635634884, 22886348, 633447843]",0.0,0.0
537088413,0.0,0.0
251582097,0.0,0.0
537088411,0.0,0.0
533909547,0.0,0.0
251582162,0.0,0.0
"[251582051, 649161101, 668816528, 668816529, 655627860, 87936189]",0.0,0.0
251582163,0.0,0.0
251581980,0.0,0.0
251582017,0.0,0.0
482054699,0.0,0.0
481628925,0.0,0.0
383209584,0.0,0.0
"[655782969, 655782971, 383209582]",0.0,0.0
"[251582166, 903340919]",0.0,0.0
"[251582016, 635731203, 635669709]",0.0,0.0
251582168,0.0,0.0
"[635671225, 822485835, 655783819, 251582021]",0.0,0.0
"[635671716, 251582039, 655534927]",0.0,0.0
251582164,0.0,0.0
99449767,0.0,0.0
537120326,0.0,0.0
251582184,0.0,0.0
"[709124945, 655538865, 481651355, 635667679]",0.0,0.0
251582103,0.0,0.0
"[251582041, 630410325]",0.0,0.0
"[630410329, 539538351]",0.0,0.0
539538353,0.0,0.0
251582193,0.0,0.0
251582180,0.0,0.0
"[481666058, 635744967]",0.0,0.0
251582176,0.0,0.0
"[709124944, 636837409, 636850502, 636850503]",0.0,0.0
"[655556492, 481632957, 537088407]",0.0,0.0
"[265150816, 655556493, 754732309, 754732310, 644783993]",0.0,0.0
251582032,0.0,0.0
"[636841216, 636841217, 636841218, 640064677, 754760999, 754760718, 251582037]",0.0,0.0
"[655781907, 655781908, 655781909, 655781911, 539538359]",0.0,0.0
251582188,0.0,0.0
"[655560482, 655560485, 655560487, 673292231, 673292234, 655560490, 537088401]",0.0,0.0
"[673292232, 673292233, 537088403, 636933620, 481632958]",0.0,0.0
"[537120330, 754739531]",0.0,0.0
251582033,0.0,0.0
"[482049275, 754760180, 481651349]",0.0,0.0
"[636917952, 754759430, 251582111]",0.0,0.0
251582106,0.0,0.0
"[481666065, 251582035]",0.0,0.0
"[251582104, 754485705, 481666062]",0.0,0.0
"[669871876, 754485029, 22886353, 646176437, 646176438, 754484895]",0.0,0.0
482049273,0.0,0.0
"[646463296, 647460008, 646661546, 794761137, 794761138, 794761139, 794761140, 251581975]",0.0,0.0
251581979,0.0,0.0
251582005,0.0,0.0
630390361,0.0,0.0
"[709852440, 664206448, 251582004]",0.0,0.0
265150811,0.0,0.0
537088399,0.0,0.0
635588693,0.0,0.0
636880513,0.0,0.0
251582007,0.0,0.0
251582006,0.0,0.0
"[721886568, 251738994, 721887603, 721887602]",0.0,0.0
"[754510800, 754510801, 635498514]",0.0,0.0
465463331,0.0,0.0
635327054,0.0,0.0
635327055,0.0,0.0
251582195,0.0,0.0
480946898,0.0,0.0
"[652551715, 481066095, 481066096, 1062251934, 655508479]",0.0,0.0
635747534,0.0,0.0
251582177,0.0,0.0
251582192,0.0,0.0
"[175840080, 480921890, 480921893]",0.0,0.0
251582182,0.0,0.0
537120329,0.0,0.0
"[252391645, 646276590, 646276591]",0.0,0.0
"[709199104, 646704434, 252391644, 698233207]",0.0,0.0
646650612,0.0,0.0
"[646704947, 646704948, 252391667]",0.0,0.0
"[252391668, 646650613]",0.0,0.0
"[535344994, 646705493]",0.0,0.0
768014538,0.0,0.0
"[768014540, 646653422]",0.0,0.0
"[639682984, 634224122]",0.0,0.0
634224120,0.0,0.0
"[634743963, 635248316, 634743965, 634255879]",0.0,0.0
537842037,0.0,0.0
634257692,0.0,0.0
"[252391670, 693667609, 634224124, 634257693, 734694910]",0.0,0.0
634257690,0.0,0.0
634262396,0.0,0.0
777614202,0.0,0.0
"[777614203, 545535957]",0.0,0.0
1062533110,0.0,0.0
"[777614200, 260609586]",0.0,0.0
"[537928314, 726878547, 639993324]",0.0,0.0
537928313,0.0,0.0
726878548,0.0,0.0
"[632697530, 820843106]",0.0,0.0
"[726878544, 632697531]",0.0,0.0
"[765882018, 765882019, 765882020, 765882021, 253016584]",0.0,0.0
"[726878545, 726878550]",0.0,0.0
726878551,0.0,0.0
633165500,0.0,0.0
"[253016581, 822275525, 726878540, 726878541, 726878542, 726878543, 633610737, 632697529, 822274905]",0.0,0.0
537146050,0.0,0.0
253016587,0.0,0.0
"[835417107, 253016591]",0.0,0.0
"[670661335, 253016589, 465259911]",0.0,0.0
"[822380736, 465259912, 253016593, 253016595, 651056180, 766856472]",0.0,0.0
646734537,0.0,0.0
253016598,0.0,0.0
646733274,0.0,0.0
995790401,0.0,0.0
995790402,0.0,0.0
"[646744611, 254610491]",0.0,0.0
646742588,0.0,0.0
"[646745586, 254610492]",0.0,0.0
995790925,0.0,0.0
254610493,0.0,0.0
646742587,0.0,0.0
254610494,0.0,0.0
478882371,0.0,0.0
478882372,0.0,0.0
635318174,0.0,0.0
638660374,0.0,0.0
464804591,0.0,0.0
765977647,0.0,0.0
"[635340460, 737339418, 737339419, 737339420, 737339421]",0.0,0.0
657615266,0.0,0.0
806739852,0.0,0.0
254610502,0.0,0.0
"[1119278929, 151711029]",0.0,0.0
"[654733234, 643831619]",0.0,0.0
"[254625513, 671240892]",0.0,0.0
"[738383050, 1154448670]",0.0,0.0
260558473,0.0,0.0
445716769,0.0,0.0
"[478289793, 630428257]",0.0,0.0
"[624611312, 667361800]",0.0,0.0
447713232,0.0,0.0
478287544,0.0,0.0
"[254993672, 643837497, 643837496]",0.0,0.0
"[641096298, 641096299]",0.0,0.0
255344777,0.0,0.0
643837498,0.0,0.0
"[792800272, 258427231]",0.0,0.0
254993690,0.0,0.0
255002901,0.0,0.0
643869068,0.0,0.0
"[673792224, 750513730, 750513731, 750513415, 643835069, 643868696, 255005277, 643835070]",0.0,0.0
"[632939968, 258736324, 1355125604, 1355125606]",0.0,0.0
"[481054232, 661063977, 75118710, 481054230]",0.0,0.0
"[539648336, 481054876, 481054877]",0.0,0.0
"[669628753, 144380189]",0.0,0.0
255969705,0.0,0.0
"[464960728, 255969706, 635345539]",0.0,0.0
255969798,0.0,0.0
464960778,0.0,0.0
255970040,0.0,0.0
"[962109891, 656239133, 644856990, 640257071]",0.0,0.0
255970042,0.0,0.0
"[640257344, 676974263]",0.0,0.0
"[528508760, 540472413, 709536917]",0.0,0.0
256160611,0.0,0.0
383209591,0.0,0.0
256160612,0.0,0.0
"[539643361, 709532004, 633607290, 672218930, 655628250]",0.0,0.0
256160609,0.0,0.0
256160607,0.0,0.0
256160610,0.0,0.0
"[174556552, 655807465, 655807461]",0.0,0.0
256262845,0.0,0.0
256262846,0.0,0.0
646805109,0.0,0.0
646463165,0.0,0.0
"[724340129, 644043554]",0.0,0.0
466857906,0.0,0.0
"[36491355, 870621379, 634095906]",0.0,0.0
"[861244040, 861244042, 258753420]",0.0,0.0
"[740136184, 646705397, 121516439]",0.0,0.0
"[740136190, 641176431]",0.0,0.0
646705522,0.0,0.0
"[643836968, 646704764, 643836967]",0.0,0.0
933113682,0.0,0.0
258763873,0.0,0.0
646695827,0.0,0.0
"[740145964, 258764798]",0.0,0.0
258766520,0.0,0.0
258766526,0.0,0.0
258766523,0.0,0.0
258766524,0.0,0.0
644881226,0.0,0.0
258766525,0.0,0.0
644881229,0.0,0.0
644881231,0.0,0.0
258777793,0.0,0.0
"[258848243, 643866406]",0.0,0.0
481054876,0.0,0.0
1355121018,0.0,0.0
258849312,0.0,0.0
"[655502192, 258849314]",0.0,0.0
258852884,0.0,0.0
"[665750919, 665750920, 665750921, 665750922, 258867440]",0.0,0.0
"[646695825, 646695826, 751459206]",0.0,0.0
"[649175846, 649175847, 665750923, 665750924, 258867442]",0.0,0.0
637680452,0.0,0.0
481628987,0.0,0.0
"[736715499, 651034252]",0.0,0.0
258894423,0.0,0.0
464150149,0.0,0.0
464307253,0.0,0.0
464307256,0.0,0.0
447712977,0.0,0.0
"[639871090, 655522685]",0.0,0.0
"[640276708, 749332486, 652023248, 258894417, 639871089, 652023249, 481646418, 669883124, 481646417]",0.0,0.0
657694097,0.0,0.0
"[258894425, 750072308, 639879649, 464307254]",0.0,0.0
649515214,0.0,0.0
537045044,0.0,0.0
"[864872994, 639596267, 748680127]",0.0,0.0
"[639549802, 639886318, 750074960, 258894424, 750075097, 750074491, 750075096]",0.0,0.0
537045041,0.0,0.0
826863005,0.0,0.0
647775477,0.0,0.0
"[750080224, 537045043, 652348312, 639868223]",0.0,0.0
537045064,0.0,0.0
537045065,0.0,0.0
"[669878118, 639903214, 464307261, 649336606, 649226975]",0.0,0.0
"[639901267, 639901268, 639901269]",0.0,0.0
537045071,0.0,0.0
"[639571108, 651028297, 750082794, 750082795, 750082796, 750082793, 651028298, 258894420]",0.0,0.0
"[537045048, 639608102]",0.0,0.0
478108378,0.0,0.0
"[640194018, 640194019, 464307270, 481618763, 481618764, 759776781, 259686640, 655584947, 464307252, 823714742, 651196503, 259686649, 639549530]",0.0,0.0
657689881,0.0,0.0
"[630433696, 536913717]",0.0,0.0
"[639551592, 652565728, 656789616, 259686651]",0.0,0.0
481659311,0.0,0.0
464307257,0.0,0.0
"[481679772, 481679773, 481679774]",0.0,0.0
536913715,0.0,0.0
"[639916201, 259686642, 479377237, 652242838, 479377240]",0.0,0.0
536913716,0.0,0.0
"[512918026, 657593091, 749508895]",0.0,0.0
259686648,0.0,0.0
481622751,0.0,0.0
259686646,0.0,0.0
"[481622752, 479377241, 639867324]",0.0,0.0
"[481680363, 259686638]",0.0,0.0
330213760,0.0,0.0
447712970,0.0,0.0
656751551,0.0,0.0
657689880,0.0,0.0
826503715,0.0,0.0
"[481659322, 481659323, 259686637, 537045047]",0.0,0.0
260556310,0.0,0.0
"[636909425, 766173691, 766173692, 634863007]",0.0,0.0
260556311,0.0,0.0
260558461,0.0,0.0
646669292,0.0,0.0
646670878,0.0,0.0
260558462,0.0,0.0
"[725243091, 33175157, 713398951]",0.0,0.0
623369226,0.0,0.0
536039182,0.0,0.0
624602751,0.0,0.0
536039184,0.0,0.0
479770478,0.0,0.0
264995934,0.0,0.0
626061810,0.0,0.0
"[479310536, 264995932]",0.0,0.0
617971388,0.0,0.0
260558474,0.0,0.0
264995930,0.0,0.0
"[479310200, 477923318, 754137109, 754137110]",0.0,0.0
264995929,0.0,0.0
"[624601496, 652294258, 479310199]",0.0,0.0
260560678,0.0,0.0
"[635639686, 627054793, 546402191, 754155188, 264995925]",0.0,0.0
"[624602752, 624602753, 709185514, 624611313, 754137108]",0.0,0.0
"[478287552, 478287553, 478287554, 358796842, 596337649]",0.0,0.0
667345828,0.0,0.0
358796540,0.0,0.0
"[349477798, 1022352398, 652181881, 652181882, 478287551]",0.0,0.0
260580143,0.0,0.0
478289788,0.0,0.0
"[478289789, 139884478]",0.0,0.0
349477672,0.0,0.0
635719583,0.0,0.0
349482665,0.0,0.0
"[478287555, 754475139, 627668274, 652182776, 478289787]",0.0,0.0
349477670,0.0,0.0
349477710,0.0,0.0
463535332,0.0,0.0
463535331,0.0,0.0
478289786,0.0,0.0
627926427,0.0,0.0
627926425,0.0,0.0
"[479602316, 479602309, 628196438]",0.0,0.0
479773089,0.0,0.0
627066884,0.0,0.0
"[762146330, 546403246]",0.0,0.0
"[1042664226, 655638181, 646668567]",0.0,0.0
"[546403237, 546403239, 754171527, 629357975, 737632568, 796708090]",0.0,0.0
349482664,0.0,0.0
"[629331083, 305400886]",0.0,0.0
"[32790001, 800896129]",0.0,0.0
"[828010024, 349477651, 629319411]",0.0,0.0
629357976,0.0,0.0
534612736,0.0,0.0
723545916,0.0,0.0
"[650971248, 627742425, 723545917, 723545918]",0.0,0.0
479576948,0.0,0.0
"[723545912, 479757212, 479757214]",0.0,0.0
"[381419682, 723545915, 723545916]",0.0,0.0
723796600,0.0,0.0
"[349477769, 639076235, 723545911, 479757210, 479757211]",0.0,0.0
650079992,0.0,0.0
"[539461284, 539461287, 711935212, 711935213, 260564887, 780378716, 780378717]",0.0,0.0
"[627979946, 391007750]",0.0,0.0
"[627979945, 383281873]",0.0,0.0
"[539458371, 383281868]",0.0,0.0
"[665237416, 780066908]",0.0,0.0
"[463532834, 754162147]",0.0,0.0
"[826845805, 354887309]",0.0,0.0
723552151,0.0,0.0
"[665237417, 618395486, 463533086]",0.0,0.0
723552152,0.0,0.0
383281874,0.0,0.0
478883093,0.0,0.0
"[712171648, 649589254, 655580939, 655580940, 618400695, 183858495]",0.0,0.0
618395485,0.0,0.0
536626301,0.0,0.0
464307263,0.0,0.0
"[481674937, 258894418, 481674939, 865215711]",0.0,0.0
537045067,0.0,0.0
464307260,0.0,0.0
"[754133027, 537045063, 655585392, 754132688, 260578035, 735281532, 735281533]",0.0,0.0
464307269,0.0,0.0
537045060,0.0,0.0
159629164,0.0,0.0
"[649562770, 537045059, 637713035, 637713034]",0.0,0.0
"[639611804, 1350844062]",0.0,0.0
464307264,0.0,0.0
464307265,0.0,0.0
349477660,0.0,0.0
465055651,0.0,0.0
627716247,0.0,0.0
"[349477810, 349477828]",0.0,0.0
"[349477878, 655619094]",0.0,0.0
845550278,0.0,0.0
"[349477657, 349477658]",0.0,0.0
"[671462409, 261169658]",0.0,0.0
740136187,0.0,0.0
638132803,0.0,0.0
633283600,0.0,0.0
"[655502193, 261181359]",0.0,0.0
655492882,0.0,0.0
640019668,0.0,0.0
"[639134592, 655492881]",0.0,0.0
"[537079530, 677030351]",0.0,0.0
261182751,0.0,0.0
656784550,0.0,0.0
536655861,0.0,0.0
"[176204392, 477953827]",0.0,0.0
"[727865184, 727865185, 536655863, 727865183]",0.0,0.0
261416744,0.0,0.0
"[529753897, 646204388, 634757334]",0.0,0.0
"[655065921, 176174506]",0.0,0.0
28295087,0.0,0.0
"[646187091, 712281467]",0.0,0.0
"[675084106, 262173420]",0.0,0.0
262173418,0.0,0.0
"[624034307, 624034308, 652423847, 652423849, 481619448]",0.0,0.0
"[624032953, 480645047]",0.0,0.0
"[643465786, 713711140, 646187090]",0.0,0.0
"[262173421, 652292689, 652292690, 652292691, 652292692]",0.0,0.0
"[718776881, 463972062]",0.0,0.0
"[652293768, 624031522, 262173422]",0.0,0.0
"[624031523, 624031627]",0.0,0.0
"[641096723, 262673265, 262673267]",0.0,0.0
"[635719586, 711075590, 262823302, 711075592, 711075591, 651951369, 262823308, 646314734, 262823310, 711076506, 711668862]",0.0,0.0
"[711075592, 635733844]",0.0,0.0
262823315,0.0,0.0
537148248,0.0,0.0
"[537148250, 635733846]",0.0,0.0
531502062,0.0,0.0
531502063,0.0,0.0
635733719,0.0,0.0
635733724,0.0,0.0
713264044,0.0,0.0
646215498,0.0,0.0
"[792776249, 162172606]",0.0,0.0
262830239,0.0,0.0
632501382,0.0,0.0
639773348,0.0,0.0
727511581,0.0,0.0
638900209,0.0,0.0
638912349,0.0,0.0
"[651957344, 262830241, 767461267]",0.0,0.0
"[262830242, 767461268]",0.0,0.0
638912348,0.0,0.0
262830243,0.0,0.0
638912246,0.0,0.0
639856994,0.0,0.0
262830244,0.0,0.0
641096523,0.0,0.0
641096525,0.0,0.0
"[641096524, 262830245]",0.0,0.0
"[641105682, 136666612]",0.0,0.0
262830247,0.0,0.0
447713234,0.0,0.0
"[770560930, 478287543, 624611314, 448937575]",0.0,0.0
754475141,0.0,0.0
"[479773090, 538926226, 754155187]",0.0,0.0
265150875,0.0,0.0
"[632082209, 632037842, 710421985, 632040481]",0.0,0.0
"[265150877, 796737415]",0.0,0.0
"[655234886, 636909124, 633588686]",0.0,0.0
"[265150876, 796742309]",0.0,0.0
536039227,0.0,0.0
693475802,0.0,0.0
1352368170,0.0,0.0
"[805198016, 265156571, 767896311]",0.0,0.0
313194868,0.0,0.0
767729666,0.0,0.0
278008792,0.0,0.0
"[655491024, 480675434, 480676588]",0.0,0.0
481077094,0.0,0.0
635693325,0.0,0.0
481075469,0.0,0.0
537161585,0.0,0.0
"[643682883, 643682310, 766411690, 478939950, 478939951, 478939952]",0.0,0.0
"[466630202, 640182454, 640182455]",0.0,0.0
283097645,0.0,0.0
634732625,0.0,0.0
646425581,0.0,0.0
283097646,0.0,0.0
283097647,0.0,0.0
646425868,0.0,0.0
283723579,0.0,0.0
646465575,0.0,0.0
283723580,0.0,0.0
"[632040073, 632040066, 632040063]",0.0,0.0
"[725869874, 632040071]",0.0,0.0
285628341,0.0,0.0
285628342,0.0,0.0
908574220,0.0,0.0
285628343,0.0,0.0
"[481882938, 814473917]",0.0,0.0
814473918,0.0,0.0
908574221,0.0,0.0
"[655504697, 814474730]",0.0,0.0
285628344,0.0,0.0
1212809501,0.0,0.0
814474731,0.0,0.0
762203643,0.0,0.0
"[1212809503, 256262847]",0.0,0.0
285628345,0.0,0.0
644110696,0.0,0.0
631474601,0.0,0.0
"[639377408, 645171393, 645171392, 22742185, 727360269, 645171509, 645171510, 645167415, 645166554, 645166555, 645166556, 645171511]",0.0,0.0
"[639373089, 728269154, 706451816, 646660942, 646660943, 639373712, 292406863, 645249327, 645251413]",0.0,0.0
"[742128576, 742128577, 640169026, 639377409, 640207141, 639973190, 640207143, 22742184, 655492246, 635737245]",0.0,0.0
"[635737248, 741980983]",0.0,0.0
646446323,0.0,0.0
292420420,0.0,0.0
"[646661641, 646446322, 292420419]",0.0,0.0
"[646325810, 292420428]",0.0,0.0
"[724884098, 624294478, 624300079, 624294480, 538924982]",0.0,0.0
543339228,0.0,0.0
724884099,0.0,0.0
581877873,0.0,0.0
"[537570273, 630425733]",0.0,0.0
624300078,0.0,0.0
581877872,0.0,0.0
581877870,0.0,0.0
"[630425734, 22653230, 476440463, 726067422, 726067423]",0.0,0.0
432529026,0.0,0.0
"[630163194, 634788507, 634788510]",0.0,0.0
447712984,0.0,0.0
292837134,0.0,0.0
"[74712009, 651053370]",0.0,0.0
639718928,0.0,0.0
"[670717601, 295367713, 681158957, 533210382, 639559065]",0.0,0.0
646140875,0.0,0.0
"[646286345, 300667852, 646462190, 628741239, 628741240]",0.0,0.0
"[628751240, 646320147]",0.0,0.0
"[628723688, 476380450]",0.0,0.0
301309009,0.0,0.0
"[661664216, 633149442, 474929430]",0.0,0.0
646147543,0.0,0.0
646328806,0.0,0.0
646329123,0.0,0.0
"[740287661, 301419559]",0.0,0.0
301419798,0.0,0.0
301419689,0.0,0.0
646140873,0.0,0.0
"[301419552, 698045978]",0.0,0.0
"[646329124, 646329125]",0.0,0.0
"[646329872, 698045422]",0.0,0.0
301419636,0.0,0.0
301419816,0.0,0.0
301419637,0.0,0.0
301419811,0.0,0.0
"[646140872, 646140874]",0.0,0.0
301419813,0.0,0.0
628750110,0.0,0.0
646147544,0.0,0.0
301419809,0.0,0.0
646156617,0.0,0.0
301433143,0.0,0.0
645297054,0.0,0.0
646156556,0.0,0.0
301433612,0.0,0.0
645297315,0.0,0.0
"[301433250, 740679642]",0.0,0.0
645297316,0.0,0.0
301433219,0.0,0.0
"[633437136, 673094587, 646158348]",0.0,0.0
740679641,0.0,0.0
740679641,0.0,0.0
633437137,0.0,0.0
"[537400604, 652559662, 479079575]",0.0,0.0
"[628455290, 628448075]",0.0,0.0
"[363100864, 628455291]",0.0,0.0
"[301886312, 628448073]",0.0,0.0
"[652004841, 464830363, 725916812, 667508149]",0.0,0.0
645255388,0.0,0.0
"[645255386, 628448074, 645255387]",0.0,0.0
628185084,0.0,0.0
"[628183442, 539663317]",0.0,0.0
301886950,0.0,0.0
640331011,0.0,0.0
"[734822024, 627921869, 174886215]",0.0,0.0
302094706,0.0,0.0
302094719,0.0,0.0
"[617971379, 824747551]",0.0,0.0
302094715,0.0,0.0
302094703,0.0,0.0
"[627918602, 635688468]",0.0,0.0
302094707,0.0,0.0
"[476705431, 718229611, 630427575]",0.0,0.0
302094710,0.0,0.0
"[175052991, 717440788, 717440789, 717440790, 627967103]",0.0,0.0
617971383,0.0,0.0
302094716,0.0,0.0
"[476689634, 627686928, 174886202, 718229612]",0.0,0.0
"[627933061, 562364747, 646880492, 464288979, 782594778, 655135999]",0.0,0.0
302094702,0.0,0.0
478319257,0.0,0.0
302094718,0.0,0.0
"[627967104, 627933060, 646880491, 635752627, 383281847, 782279803]",0.0,0.0
302094713,0.0,0.0
478312419,0.0,0.0
450926025,0.0,0.0
302094704,0.0,0.0
"[627967106, 649383349, 655138553, 630428221, 174886206]",0.0,0.0
"[824773957, 34934793, 627988650, 651909995, 775850351, 655153970]",0.0,0.0
478312418,0.0,0.0
"[627967105, 655152292, 655152294, 174049674, 784677738]",0.0,0.0
302094695,0.0,0.0
302094711,0.0,0.0
302094699,0.0,0.0
302094697,0.0,0.0
"[479326882, 655154945, 655154946, 535780407]",0.0,0.0
627989334,0.0,0.0
302094700,0.0,0.0
"[655169958, 799605834, 655169451, 627953874, 799592791, 74549048, 627319899]",0.0,0.0
"[448937467, 627988652, 628026863, 628026867]",0.0,0.0
302094714,0.0,0.0
"[641153318, 641153319, 799592792, 32790365, 479326879]",0.0,0.0
464810773,0.0,0.0
"[650875393, 785028514, 626803619, 785028515, 640185545, 626832746, 626818803, 32790133, 626829117]",0.0,0.0
464810772,0.0,0.0
"[476692294, 476692298, 75241835, 756107569, 756108190]",0.0,0.0
302094708,0.0,0.0
"[476720121, 785003123]",0.0,0.0
"[824860259, 627112084]",0.0,0.0
824860260,0.0,0.0
"[627112077, 627661501]",0.0,0.0
635667505,0.0,0.0
528519010,0.0,0.0
176296736,0.0,0.0
383281901,0.0,0.0
"[174281601, 632365255, 822521576, 783772713, 743216845, 623349748]",0.0,0.0
478359151,0.0,0.0
"[639567526, 639567527, 478359150, 655686001, 655686002]",0.0,0.0
"[618449728, 618449729, 465019700, 465019701]",0.0,0.0
"[751768369, 645280595, 783802461, 304043823]",0.0,0.0
"[751768368, 352013812]",0.0,0.0
669050175,0.0,0.0
"[751768365, 751768364, 352013813]",0.0,0.0
"[632822532, 475156713, 161743338, 161743340, 628484086]",0.0,0.0
"[651037048, 75236701]",0.0,0.0
304360322,0.0,0.0
304360322,0.0,0.0
639007451,0.0,0.0
960046496,0.0,0.0
"[655705178, 633161765, 655705430]",0.0,0.0
"[646830982, 646830985, 646830987, 646830673, 645281494]",0.0,0.0
"[646663872, 646663873, 633161764, 655636169, 655636171, 655636173, 718258641, 711244786, 711244787, 534642323, 645294930, 718242777, 718242778]",0.0,0.0
465515638,0.0,0.0
"[646369474, 647405390, 645294927]",0.0,0.0
539298282,0.0,0.0
"[655688608, 655688609, 534629586, 646205875, 655688859, 655688860, 1098194174, 655688607]",0.0,0.0
304396697,0.0,0.0
"[655689825, 655689826, 655689827, 534642321, 646205873, 620236888, 620236889, 620236890]",0.0,0.0
304396717,0.0,0.0
1271791112,0.0,0.0
547102450,0.0,0.0
617971369,0.0,0.0
"[305885088, 766428239]",0.0,0.0
"[639711460, 639711464, 639711467, 639611249, 537579058, 639611250, 639958517, 639958518]",0.0,0.0
"[640204999, 543757419, 543757420, 639709356, 1326436558, 639611247, 639611248, 655539827, 464200341]",0.0,0.0
305885089,0.0,0.0
1326436557,0.0,0.0
"[633280924, 661092420, 633809806]",0.0,0.0
475332237,0.0,0.0
305932544,0.0,0.0
305932545,0.0,0.0
630437482,0.0,0.0
538619066,0.0,0.0
538619066,0.0,0.0
421579787,0.0,0.0
538619066,0.0,0.0
"[305933144, 632343869]",0.0,0.0
"[725734129, 538619062]",0.0,0.0
"[631717795, 631760323, 631758723, 902934598, 74687500, 661062640, 725734130]",0.0,0.0
629256728,0.0,0.0
"[305933145, 645287660, 632343870]",0.0,0.0
305933147,0.0,0.0
627662432,0.0,0.0
"[652040998, 305933168, 646224446]",0.0,0.0
448937648,0.0,0.0
"[537989237, 632203646]",0.0,0.0
305935880,0.0,0.0
"[758612224, 630180102, 661645548, 535604972, 661645549, 652278775]",0.0,0.0
383365017,0.0,0.0
305935878,0.0,0.0
305935881,0.0,0.0
"[475163616, 475163617, 479083906, 22325258, 475163615]",0.0,0.0
"[474928040, 474928041, 661645962, 325024314, 528940887, 652148057, 475166106, 661646365, 661646366]",0.0,0.0
305935882,0.0,0.0
305935884,0.0,0.0
"[174886148, 649800517, 383365016, 528940889, 528940890, 661646363, 661646364, 475166109]",0.0,0.0
74553749,0.0,0.0
"[652041501, 305935894]",0.0,0.0
645297056,0.0,0.0
305935897,0.0,0.0
305935899,0.0,0.0
305948188,0.0,0.0
"[632107267, 475327843, 725272421, 725272422, 725272423, 475326809]",0.0,0.0
"[634037457, 631774300, 725746638, 74769654]",0.0,0.0
305948189,0.0,0.0
"[634610980, 652023400, 175020553, 652023402, 652023401, 655064553, 631753328]",0.0,0.0
"[825661283, 631756040, 174765777, 475342233, 651938334]",0.0,0.0
305950825,0.0,0.0
