osmid,rainfall_mm,avg_volume
723647803,0.0,0.0
481596164,0.0,0.0
"[639856236, 825214127]",0.0,0.0
"[465056819, 639856237, 504562675]",0.0,0.0
"[766128352, 766128353, 844684387, 824508775, 22920810]",0.0,0.0
"[32507072, 780060575]",0.0,0.0
"[665722910, 665722911]",0.0,0.0
"[665722912, 665722913, 465056820]",0.0,0.0
"[395062441, 639855804, 665724188]",0.0,0.0
"[477930088, 747280757, 747280758, 747280759]",0.0,0.0
836287506,0.0,0.0
"[663073352, 477933141, 747369958]",0.0,0.0
74735245,0.0,0.0
477933142,0.0,0.0
"[22921317, 666811291, 666811292, 666811293, 747792287]",0.0,0.0
"[747792288, 22921312, 787045285]",0.0,0.0
"[747798873, 477957447]",0.0,0.0
"[1200991649, 23132204]",0.0,0.0
"[22921314, 738898809, 23132205, 747798874, 747810835, 747810836, 747810837, 738898808, 827210936, 747787065, 747787066, 747798875, 633419647]",0.0,0.0
477957448,0.0,0.0
"[22921315, 747312274, 747312275, 747304729, 633422010]",0.0,0.0
"[314214897, 836658666]",0.0,0.0
"[747360393, 479535467]",0.0,0.0
74587416,0.0,0.0
"[633812368, 481615921, 641077578, 74587407]",0.0,0.0
"[633556492, 633556493]",0.0,0.0
176174484,0.0,0.0
538624658,0.0,0.0
"[633222176, 633222177, 538624655]",0.0,0.0
"[644829784, 645324697, 33071247]",0.0,0.0
"[22928582, 74542183, 763937608, 633244176, 633244177, 627317332, 33071127]",0.0,0.0
538624668,0.0,0.0
"[640191059, 439272376, 666607609, 666607610, 666607611, 666607612, 666607613, 666607614]",0.0,0.0
75567248,0.0,0.0
175840047,0.0,0.0
"[632785873, 655133918, 655133916, 655133917, 479355198]",0.0,0.0
"[634035106, 762818427]",0.0,0.0
649798328,0.0,0.0
474467369,0.0,0.0
527954645,0.0,0.0
"[639258752, 474467368]",0.0,0.0
"[474470209, 633804505, 474470210]",0.0,0.0
639894189,0.0,0.0
474470207,0.0,0.0
726021656,0.0,0.0
476755520,0.0,0.0
538747207,0.0,0.0
"[75231497, 474492321, 476755525, 654988398]",0.0,0.0
"[647786468, 633568775, 633568776, 633568777, 641160523, 660513644, 654964623, 673802289, 633569555, 633569556]",0.02,0.0
664164534,0.0,0.0
150819025,0.0,0.0
"[744613816, 22930508, 744613815]",0.0,0.0
"[644370432, 670189965, 150819025, 150819029, 643832440, 542143034, 75611807]",0.0,0.0
1371627096,0.0,0.0
"[23946437, 644463401, 1371387338, 758851982, 644463280, 644462865, 644462866, 740052882]",0.0,0.0
"[643832441, 1248991476]",0.0,0.0
1371627094,0.0,0.0
1235677020,0.0,0.0
"[708491438, 639379441, 639379442, 639962164, 1090439032]",0.0,0.0
1155729628,0.0,0.0
"[640082472, 640284227, 640284230]",0.0,0.0
"[736211945, 734515391, 464966311]",0.0,0.0
"[640082474, 766806755]",0.0,0.0
"[640082473, 643878124]",0.0,0.0
"[644334857, 643899818, 476755513]",0.0,0.0
"[644324893, 643878128, 644338396, 644338397, 644338398]",0.0,0.0
"[736211947, 464964804, 646860646, 734515395]",0.0,0.0
307695693,0.0,0.0
"[667661204, 467705316, 1290239350]",0.0,0.0
"[644917337, 646969418]",0.0,0.0
539353392,0.0,0.0
"[480890568, 480890569, 826045346]",0.0,0.0
539353402,0.0,0.0
482020766,0.0,0.0
"[657560233, 632877803, 482020765, 1370579430]",0.0,0.0
75113645,0.0,0.0
"[539209813, 632877806]",0.0,0.0
"[480878377, 539353386]",0.0,0.0
"[1216157090, 1315039810]",0.0,0.0
1315039798,0.0,0.0
632913375,0.0,0.0
539353389,0.0,0.0
463966781,0.0,0.0
"[634676845, 75120054]",0.0,0.0
"[633573866, 633573870]",0.0,0.0
669876182,0.0,0.0
727760752,0.0,0.0
"[480930016, 652204185, 632738576]",0.0,0.0
480930015,0.0,0.0
727847366,0.0,0.0
"[632727819, 639562693, 635478150]",0.0,0.0
"[665474171, 665474172, 41659439]",0.0,0.0
632727815,0.0,0.0
"[727847362, 727847363, 41890695]",0.0,0.0
"[742758019, 546206047]",0.0,0.0
"[826909004, 727847359]",0.0,0.0
402064195,0.0,0.0
"[676779723, 801492399]",0.0,0.0
"[480890249, 719214867, 639901276, 634148013]",0.0,0.0
"[634148008, 639901277, 771213621]",0.0,0.0
"[641104104, 634148011, 641148786, 641148787, 634149338, 718753055]",0.0,0.0
634149338,0.0,0.0
"[644329313, 1159354994, 1159354995, 161135732, 641104114, 1159354996]",0.0,0.0
"[22932868, 665471140, 665471142, 665471143, 634178472, 643866069, 644418647]",0.0,0.0
"[669608208, 771213622]",0.0,0.0
"[709637313, 656009378, 656009377, 174262758, 771213624, 634151806]",0.01,0.0
"[34835025, 640209916, 634151807]",0.0,0.0
"[634149341, 669058220, 141463085, 771213623, 634151805]",0.0,0.0
795119054,0.0,0.0
"[634166016, 760716573]",0.0,0.0
795133182,0.0,0.0
"[795133187, 634170243, 634172677, 639549965, 639550191]",0.0,0.0
"[718869826, 634170244, 795119046, 634172678, 639550192, 480683354, 795133180, 634166014]",0.0,0.0
"[795119047, 795119055, 795119056, 795119057, 795119058, 795119059, 795133179, 795133181]",0.0,0.0
"[632199136, 632199141, 480914769, 643743411, 480914774, 644267863, 632238041, 174262750, 646229111]",0.0,0.0
"[639549496, 480914771, 480914776, 682649549]",0.0,0.0
"[634176027, 481853590]",0.0,0.0
"[718288605, 539382323, 634037795, 660419333]",0.0,0.0
22932867,0.0,0.0
636754187,0.0,0.0
75007299,0.0,0.0
74860016,0.0,0.0
173166863,0.0,0.0
713273190,0.0,0.0
"[633262057, 188622388, 633263361]",0.0,0.0
"[536908839, 536908840, 479311918, 718658671, 633588375]",0.0,0.0
633869638,0.0,0.0
"[753806050, 633589245]",0.0,0.0
"[584856704, 480896400, 349530740, 633590901, 633590903, 633589246]",0.0,0.0
681297789,0.0,0.0
"[795085928, 159674809]",0.0,0.0
173767565,0.0,0.0
"[654723715, 634039427, 649418117, 634039428, 480893593, 637713597]",0.0,0.0
74863998,0.0,0.0
632151651,0.0,0.0
660497103,0.0,0.0
479171887,0.0,0.0
"[644421995, 631937103]",0.0,0.0
22933050,0.0,0.0
349530745,0.0,0.0
"[660365443, 655783784, 173166838, 654500792, 633589691]",0.0,0.0
159674819,0.0,0.0
718274651,0.0,0.0
"[632151650, 774882382, 658248831]",0.0,0.0
"[640209632, 46650497, 639709671, 784097100, 786448304, 719250067, 719250068, 646363894, 646363896, 784097018, 784684253]",0.0,0.0
637048815,0.0,0.0
718274650,0.0,0.0
"[46650499, 724851396]",0.0,0.0
"[724878585, 658248830, 173166858, 637365371, 632156719, 644906099, 719067667, 644906101, 643739805, 658248829, 632154200, 643761785, 643739802, 658248827, 658248828, 718801021, 632165054, 632165055]",0.0,0.0
"[121901164, 725881467, 477925428, 44584693, 725881466, 44584698, 736812283]",0.0,0.0
658254367,0.0,0.0
638670701,0.0,0.0
"[658248833, 658399632, 658399633, 658399634, 658252250, 658252251, 658252252, 658252253, 658252254, 658252255]",0.0,0.0
"[682817824, 640173921, 399014341, 635178378, 644884426, 464822257, 719129426, 644919672, 641084538, 22933278]",0.0,0.0
"[22933280, 719105668, 399014340, 616747724, 726774253, 726774254, 719075572, 616747710]",0.0,0.0
538223072,0.0,0.0
175879000,0.0,0.0
538223070,0.0,0.0
75225124,0.0,0.0
223863469,0.0,0.0
538223069,0.0,0.0
448937641,0.0,0.0
"[640214569, 640214570, 724836369, 657551986, 724836371, 724836370, 175879005, 665219263]",0.0,0.0
"[724836000, 22933281, 652160405, 652160406, 652160407]",0.0,0.0
75225115,0.0,0.0
464288941,0.0,0.0
75581599,0.0,0.0
464288942,0.0,0.0
"[635109950, 175959551]",0.0,0.0
"[175959552, 656566010, 719565484]",0.0,0.0
265150835,0.0,0.0
175959550,0.0,0.0
"[632185632, 633012865, 633012866, 632961131, 643740364, 676960560, 669059704, 632235099]",0.0,0.0
"[46671416, 654880426, 635146028, 638697053]",0.0,0.0
173767910,0.0,0.0
173767698,0.0,0.0
175845935,0.0,0.0
479166372,0.0,0.0
477919071,0.0,0.0
75581597,0.0,0.0
477924257,0.0,0.0
46671409,0.0,0.0
75225117,0.0,0.0
"[654507058, 173166895]",0.0,0.0
173767694,0.0,0.0
"[481632481, 223863468, 477932590, 477932591]",0.0,0.0
173713409,0.0,0.0
173767916,0.0,0.0
"[635661892, 22945150]",0.0,0.0
668612771,0.0,0.0
668612772,0.0,0.0
617971365,0.0,0.0
"[761131027, 617971366]",0.0,0.0
"[533232558, 22945157, 753806030]",0.0,0.0
"[173767693, 654867983]",0.0,0.0
633598330,0.0,0.0
"[540861514, 765354298, 765354299, 765354300, 765354301, 765354302]",0.0,0.0
44584688,0.0,0.0
535363228,0.0,0.0
535363231,0.0,0.0
445282912,0.0,0.0
"[652536000, 536908836, 652535998, 652535999]",0.0,0.0
582540344,0.0,0.0
"[663990776, 541940536, 667248725]",0.0,0.0
"[746594850, 746594851, 22945254, 479166485, 479166486, 655527902]",0.0,0.0
"[479166370, 173913066, 479166371]",0.0,0.0
"[22945257, 314353946, 314353941, 314353942]",0.0,0.0
"[746594849, 991677655]",0.0,0.0
479166008,0.0,0.0
"[538846530, 644494316, 644494317, 643763886, 22955696, 646837495, 646837498]",0.0,0.0
"[478126978, 538846531, 173768005]",0.0,0.0
478175607,0.0,0.0
"[1078491032, 634258169, 22964468, 634258166]",0.0,0.0
464822166,0.0,0.0
1060003331,0.0,0.0
"[641209549, 718773750, 718773751, 634277690, 74809469]",0.0,0.0
"[478175610, 536908957]",0.0,0.0
"[643763889, 643763883]",0.0,0.0
"[540281873, 646935732]",0.0,0.0
"[540281875, 646935733]",0.0,0.0
758296371,0.0,0.0
"[447712993, 758294785, 646980301, 718773744, 718773745, 718773746, 540281876]",0.0,0.0
540282735,0.0,0.0
"[174765857, 669036837, 646750569, 540282738, 718773747, 646290806]",0.0,0.0
718773737,0.0,0.0
540282737,0.0,0.0
671769980,0.0,0.0
758290562,0.0,0.0
"[74809466, 718773748, 540282741, 646968173]",0.0,0.0
767765990,0.0,0.0
22964470,0.0,0.0
173779702,0.0,0.0
"[652294509, 523609247]",0.0,0.0
"[528515321, 666695717, 523609245]",0.0,0.0
664015158,0.0,0.0
670135566,0.0,0.0
"[22956602, 646273422]",0.0,0.0
"[478126984, 478126985, 634321874, 22964473, 480882778]",0.0,0.0
"[478127211, 478127210, 74863995]",0.0,0.0
"[22964202, 479608887, 634328202]",0.0,0.0
539454812,0.0,0.0
791263701,0.0,0.0
"[480882771, 791263700]",0.0,0.0
"[634307331, 633604241, 480882211, 480882775]",0.0,0.0
546897405,0.0,0.0
121895652,0.0,0.0
"[480882209, 763480554]",0.0,0.0
"[123430145, 763480552, 539455147, 649072875, 480882765, 480882768]",0.0,0.0
"[711231627, 493592533, 546171775]",0.0,0.0
634222848,0.0,0.0
"[160182336, 1078491030, 1078491031]",0.0,0.0
634222849,0.0,0.0
"[634213984, 22964194, 634213981]",0.0,0.0
478128201,0.0,0.0
22964466,0.0,0.0
75068664,0.0,0.0
173166854,0.0,0.0
584325681,0.0,0.0
"[741897411, 634138333, 584325686]",0.0,0.0
"[262819984, 741895732]",0.0,0.0
"[718753058, 718753059, 75068662]",0.0,0.0
"[634220636, 74809470]",0.0,0.0
"[152335521, 538846539]",0.0,0.0
537033765,0.0,0.0
539791554,0.0,0.0
482265945,0.0,0.0
22973554,0.0,0.0
"[651059722, 22973691]",0.0,0.0
643464491,0.0,0.0
"[651061515, 22973692]",0.0,0.0
"[21944707, 482268364, 632256053, 482268367]",0.0,0.0
"[812447630, 22973692, 640187102, 850392110]",0.0,0.0
"[482266819, 482266820, 148658340, 630396072, 537033770, 22516218]",0.0,0.0
"[632191755, 644913394, 180656341, 632186550, 741855194, 741856575]",0.0,0.0
449242303,0.0,0.0
466303465,0.0,0.0
632191756,0.0,0.0
22973803,0.0,0.0
41457233,0.0,0.0
464985873,0.0,0.0
124962627,0.0,0.0
"[640190449, 35000733]",0.0,0.0
"[741879588, 676466854, 747857738, 640190450, 481674681]",0.0,0.0
746621728,0.0,0.0
"[634181024, 634181025, 634184836, 634173657, 634173658, 746622875, 35000734]",0.0,0.0
"[679976704, 639551491, 634187140, 644328106, 641126381, 641126382, 172917133, 634173659, 635330901, 635330902, 746625211]",0.0,0.0
747856825,0.0,0.0
"[481672643, 536908837]",0.0,0.0
768031916,0.0,0.0
"[646314576, 646655438]",0.0,0.0
643891753,0.0,0.0
654199187,0.0,0.0
"[785760700, 637030543]",0.0,0.0
633243688,0.0,0.0
"[692898880, 692898884, 1218403559, 633218568, 633231916, 633231917, 633231918, 644869358, 690121168, 690121169, 690121170, 21940432, 692898879, 826408735]",0.0,0.0
823373261,0.0,0.0
"[22982171, 827296053]",0.0,0.0
643406604,0.0,0.0
"[643406605, 643406606]",0.0,0.0
"[632727813, 154417053]",0.0,0.0
"[632738538, 637049398]",0.0,0.0
767732100,0.0,0.0
635505193,0.0,0.0
"[480942270, 640088751]",0.0,0.0
640090065,0.0,0.0
"[746639139, 746639140, 746639141, 646267236, 154268200, 646457995, 646457996, 646278713, 646450904, 646450905, 646450906, 646278715]",0.0,0.0
"[652253258, 652253260]",0.0,0.0
640088822,0.0,0.0
154493310,0.0,0.0
658170975,0.0,0.0
"[658170977, 646458619, 658170973, 782006710]",0.0,0.0
658170976,0.0,0.0
658170978,0.0,0.0
646458618,0.0,0.0
"[372072211, 658189861, 667263443]",0.0,0.0
658189863,0.0,0.0
"[646669032, 646670969, 658189862, 666569631]",0.0,0.0
"[643785568, 200159297, 643785571, 763010770, 654754069]",0.0,0.0
"[652241450, 654765698]",0.0,0.0
639910885,0.0,0.0
"[680946547, 746968837, 639910886, 746968838]",0.0,0.0
"[639910884, 762817366]",0.0,0.0
640083827,0.0,0.0
372072231,0.0,0.0
"[746628795, 640083828]",0.0,0.0
641450802,0.0,0.0
22982183,0.0,0.0
691859077,0.0,0.0
22982181,0.0,0.0
691859080,0.0,0.0
640280313,0.0,0.0
"[765914680, 41890609]",0.0,0.0
646669037,0.0,0.0
464207725,0.0,0.0
643836522,0.0,0.0
"[537964250, 836660899]",0.0,0.0
23004579,0.0,0.0
173166900,0.0,0.0
"[537964251, 766809964]",0.0,0.0
646859092,0.0,0.0
"[23027322, 767794052, 767794053]",0.0,0.0
23027321,0.0,0.0
"[735180041, 23027323, 476753595]",0.0,0.0
"[646859345, 643385330, 639894188, 646855807]",0.0,0.0
"[646855808, 670142815, 658252525, 670142814, 23027327]",0.0,0.0
"[745677888, 745677889, 745677890, 745677891, 23027380, 23027381]",0.0,0.0
632024942,0.0,0.0
"[658639937, 430993477, 546701609, 750402364, 750402365]",0.0,0.0
"[23027329, 734515394, 646860643, 885785998, 727633679, 727633678, 644330235]",0.0,0.0
"[645366250, 464966310, 741806126, 645366247]",0.0,0.0
"[646717446, 643467476, 643467481, 646860122, 643467484, 745677886, 745677887]",0.0,0.0
"[880044147, 745677884, 745677885, 23027382]",0.0,0.0
"[736211946, 646860647]",0.0,0.0
"[23036524, 764085141]",0.0,0.0
150045533,0.0,0.0
"[654993528, 749335931, 116905046]",0.0,0.0
"[646968408, 49890802, 764085142]",0.0,0.0
49890791,0.0,0.0
"[1091165191, 758313737, 747348660, 465063284, 546688860]",0.0,0.0
22323516,0.0,0.0
"[786486163, 477930084, 725993955]",0.0,0.0
23037303,0.0,0.0
"[765337432, 765337433, 634255818, 23132236]",0.0,0.0
256427237,0.0,0.0
753847943,0.0,0.0
633574719,0.0,0.0
"[831604161, 1206504830, 33763786, 667084593, 667084594, 751767486, 633574713, 33297468, 751767485, 781734846]",0.0,0.0
753847942,0.0,0.0
"[666827320, 633589328, 666827319]",0.0,0.0
"[640215536, 669864635]",0.0,0.0
"[666814672, 633865637, 666814671]",0.0,0.0
465226136,0.0,0.0
"[667075264, 667075265, 667075266, 667075267, 667075268, 667075269, 667075270, 45418335]",0.0,0.0
173960127,0.0,0.0
"[465226144, 465226145, 781959613, 465226135]",0.0,0.0
22380596,0.0,0.0
23101280,0.0,0.0
786136455,0.0,0.0
"[751767481, 644913388, 644913389, 786122727]",0.0,0.0
"[751767482, 780805932, 644913367]",0.0,0.0
"[33297565, 666825101]",0.0,0.0
"[666842377, 643739647]",0.0,0.0
"[23101285, 651142663, 666841965, 666841966, 666842163, 644850901]",0.0,0.0
325897193,0.0,0.0
634197849,0.0,0.0
634197850,0.0,0.0
"[741897250, 741897251, 23101287, 635245736, 647591093]",0.0,0.0
"[644914786, 646203300, 644840270, 644840273, 644840276, 737205758]",0.0,0.0
"[646202650, 715643410, 644840277]",0.0,0.0
533637086,0.0,0.0
"[640006277, 540515311, 634208213, 850342392, 639764668]",0.0,0.0
533637085,0.0,0.0
634046425,0.0,0.0
533637324,0.0,0.0
"[655621810, 325024322]",0.0,0.0
"[632228914, 644421580]",0.0,0.0
632227700,0.0,0.0
115812033,0.0,0.0
1321437330,0.0,0.0
465523263,0.0,0.0
635747144,0.0,0.0
481623643,0.0,0.0
"[481862793, 173767718]",0.0,0.0
481623641,0.0,0.0
119933247,0.0,0.0
119933253,0.0,0.0
115812042,0.0,0.0
175959576,0.0,0.0
175959597,0.0,0.0
632891621,0.0,0.0
"[634758115, 481674948, 481674949]",0.0,0.0
631935467,0.0,0.0
"[464804554, 644882310]",0.0,0.0
23101946,0.0,0.0
464960751,0.0,0.0
644890486,0.0,0.0
644890487,0.0,0.0
646866306,0.0,0.0
645174391,0.0,0.0
646865602,0.0,0.0
"[466319376, 23101951]",0.0,0.0
"[645174390, 645174389, 813030838]",0.0,0.0
"[258766522, 541955998]",0.0,0.0
"[652154194, 464960750]",0.0,0.0
481041452,0.0,0.0
541943199,0.0,0.0
541943200,0.0,0.0
"[641083488, 640254205, 676254165]",0.0,0.0
669880630,0.0,0.0
"[676254544, 676254545, 640254206]",0.0,0.0
466310435,0.0,0.0
481653409,0.0,0.0
"[644424043, 674873388, 23101944, 640288985, 644907197, 641083486]",0.0,0.0
"[767413059, 39486783]",0.0,0.0
632165137,0.0,0.0
"[1306716936, 691913683, 631933988, 670500781]",0.0,0.0
632165138,0.0,0.0
"[675327666, 632165139, 675327667]",0.0,0.0
"[632169032, 649598170, 632171300, 649774434]",0.0,0.0
632171299,0.0,0.0
"[676585408, 75066858]",0.0,0.0
"[632256542, 649504742, 649504743]",0.0,0.0
"[675097403, 632886207]",0.0,0.0
"[632256544, 675334308, 669647703]",0.0,0.0
"[632464936, 632464937]",0.0,0.0
540491917,0.0,0.0
632464935,0.0,0.0
632476820,0.0,0.0
"[632471397, 464804503]",0.0,0.0
646871601,0.0,0.0
23102036,0.0,0.0
646871602,0.0,0.0
646872017,0.0,0.0
23102035,0.0,0.0
464960748,0.0,0.0
"[23102037, 464960749]",0.0,0.0
933266931,0.0,0.0
477930091,0.0,0.0
"[477930090, 633144171]",0.0,0.0
751763279,0.0,0.0
"[633150050, 766809957]",0.0,0.0
481070780,0.0,0.0
"[670356490, 23136173, 640325487, 640325488, 640325489]",0.0,0.0
"[480751648, 480751649, 766809962, 480752340]",0.0,0.0
121882986,0.0,0.0
23126398,0.0,0.0
23126350,0.0,0.0
633552224,0.0,0.0
23135314,0.0,0.0
895772330,0.0,0.0
539460488,0.0,0.0
"[121882987, 480747909]",0.0,0.0
"[480747906, 766809955, 480747910, 633549319, 480747903]",0.0,0.0
"[654733569, 766809956, 633178887, 167629418, 480746653, 480746654]",0.0,0.0
"[176296641, 842544846]",0.0,0.0
"[633549318, 23135311]",0.0,0.0
480919513,0.0,0.0
480919512,0.0,0.0
"[665732226, 665732227, 665732228, 665732229, 665732230, 665732231, 23126399, 633552223]",0.0,0.0
"[670354712, 670354713, 836658892, 23132149]",0.0,0.0
"[479332226, 798221355]",0.0,0.0
23132150,0.0,0.0
"[644332705, 676849762, 643891240, 23134769, 643876792, 643876794, 644332703]",0.0,0.0
533064429,0.0,0.0
533064428,0.0,0.0
"[646149276, 23135373]",0.0,0.0
"[646704096, 744894409, 643879467, 23135308, 1065816878, 724843086, 1065816848, 701848786, 715878612, 701850393, 646704093, 464779198]",0.0,0.0
"[643827427, 643879014, 643879015, 681429964, 643879468, 464779311, 464779312, 676995891, 645223127, 645223131]",0.0,0.0
"[632495793, 655161466, 173767778]",0.0,0.0
23135312,0.0,0.0
1065816879,0.0,0.0
594262529,0.0,0.0
540854955,0.0,0.0
75392711,0.0,0.0
"[645223145, 23135374, 1307736723, 646234523, 646234524]",0.0,0.0
"[828015139, 646302115, 742068667, 646234525]",0.0,0.0
"[643771786, 643771789, 643771792, 646231733, 241503222, 464779194]",0.0,0.0
"[643827713, 797926458]",0.0,0.0
462560366,0.0,0.0
"[464779333, 643878429]",0.0,0.0
"[633826886, 75392759]",0.0,0.0
23135742,0.0,0.0
23135745,0.0,0.0
"[633599708, 23135743]",0.0,0.0
"[45071008, 44628869, 75392721, 44628881, 45071007]",0.0,0.0
23135744,0.0,0.0
"[481623209, 633275026, 481623214, 539466151]",0.0,0.0
75392757,0.0,0.0
"[767412393, 477900834, 481623201, 481623205]",0.0,0.0
23136164,0.0,0.0
651936843,0.0,0.0
"[651936842, 176204471]",0.0,0.0
669133953,0.0,0.0
"[644864120, 176204434, 651919462]",0.0,0.0
"[644857641, 539341026, 744967923]",0.0,0.0
644875817,0.0,0.0
"[23136168, 724843090]",0.0,0.0
"[651990188, 362033677]",0.0,0.0
"[23136169, 724843091, 724843092, 724843093]",0.0,0.0
"[635297416, 744967927, 635297415]",0.0,0.0
481636764,0.0,0.0
"[744894410, 464779182]",0.0,0.0
"[724843088, 724843089, 724843087]",0.0,0.0
"[23136164, 740210726]",0.0,0.0
"[766176986, 23136171, 740276379]",0.0,0.0
176204432,0.0,0.0
539341026,0.0,0.0
644865908,0.0,0.0
"[539341027, 690662317, 690662318]",0.0,0.0
23136172,0.0,0.0
644865907,0.0,0.0
"[740210724, 822142631]",0.0,0.0
23136167,0.0,0.0
"[23136174, 633556670]",0.0,0.0
633556669,0.0,0.0
617923183,0.0,0.0
633220054,0.0,0.0
"[639598635, 482020764]",0.0,0.0
23149348,0.0,0.0
859788232,0.0,0.0
"[480878374, 876159271, 480878375, 480922569, 480890573]",0.0,0.0
"[481056464, 635670585, 632862625]",0.0,0.0
1315046197,0.0,0.0
"[666040294, 666040295, 666040296, 666040297, 666040298, 666040299, 666040300, 666040301, 666040302, 23513307]",0.0,0.0
"[666811169, 666811173, 633022873, 23514481, 666811735, 646615225, 666811167]",0.0,0.0
"[666040290, 666040291, 666040292, 632828644, 666040293]",0.0,0.0
23513312,0.0,0.0
"[666561160, 23513310, 666561158]",0.0,0.0
"[632829883, 476106535, 474494407]",0.0,0.0
"[632829880, 632829881, 666561156, 666561157]",0.0,0.0
"[630395612, 474494406, 476106534]",0.0,0.0
23513313,0.0,0.0
632503609,0.0,0.0
"[644902168, 784675505, 23513327]",0.0,0.0
"[666020389, 666020390, 644902167]",0.0,0.0
"[644896804, 23513333]",0.0,0.0
"[476106530, 666037192, 666036809, 666036810, 666036811, 666036812, 666036808, 762862447]",0.0,0.0
"[666009290, 644896805]",0.0,0.0
"[644895600, 644895603, 644895606]",0.0,0.0
632831384,0.0,0.0
"[666007426, 666007012, 666007429, 763107847, 666007431, 23513615, 644415666, 632831383, 666007196, 666007197]",0.0,0.0
174262753,0.0,0.0
121874736,0.0,0.0
645338004,0.0,0.0
"[762872347, 762872346, 121874739, 645338005]",0.0,0.0
"[23513338, 632063539, 683838517, 644351823]",0.0,0.0
"[474640779, 644427988, 646806342]",0.0,0.0
"[633029009, 669058708]",0.0,0.0
"[762855515, 762855516, 641096667, 465468238]",0.0,0.0
"[762269508, 666807847, 666807846, 23513607]",0.0,0.0
"[666818476, 476106525, 666818478, 666818477]",0.0,0.0
"[666022176, 666022177, 666022178, 666022179, 666022180, 23513608, 745691412, 666022171, 666022173, 666022174, 666022175]",0.0,0.0
"[666022172, 666022181, 666022182, 666022183]",0.0,0.0
"[666807856, 666807857, 666807858, 23513610]",0.0,0.0
"[643746016, 475940338, 475940339, 475940340]",0.0,0.0
"[632942592, 634172036, 765603685, 602466889, 23513612, 665782174, 645284601, 666584095, 666584094, 665782175]",0.0,0.0
"[644966464, 644966466, 644966468]",0.0,0.0
"[646194968, 23513613, 646194966]",0.0,0.0
23513614,0.0,0.0
23514474,0.0,0.0
"[666806808, 23513617, 666806810, 1138183052]",0.0,0.0
75512569,0.0,0.0
"[666034726, 666034727, 666034728, 666034729, 666034730, 666034731, 874991630, 23513621]",0.0,0.0
"[666804160, 633797716, 666804159]",0.0,0.0
"[666807859, 632842877]",0.0,0.0
"[634186084, 666812082, 666812083, 666812084, 666812085, 666812087]",0.0,0.0
"[666811386, 23514479]",0.0,0.0
"[666812088, 23514477, 666812086]",0.0,0.0
74483190,0.0,0.0
464978441,0.0,0.0
"[23514488, 745691409]",0.0,0.0
"[465523209, 465468228, 633045293, 874959196]",0.0,0.0
"[745691410, 745691411, 23514487]",0.0,0.0
750084484,0.0,0.0
"[23516064, 632850753, 750080000, 646629377, 750079999]",0.0,0.0
646629199,0.0,0.0
632854021,0.0,0.0
"[750080002, 750238670, 632850750]",0.0,0.0
"[632501499, 596717580, 645310516]",0.0,0.0
"[728837250, 644714755, 644717734, 644717736, 596717579, 634719570, 656128153, 101132092, 752930206]",0.0,0.0
"[666019720, 23516068, 666019719]",0.0,0.0
632262732,0.0,0.0
"[666019718, 666019719, 632865271, 632859608, 632859609, 666834778, 666834779, 666834780, 666834781, 666834777]",0.0,0.0
"[632864418, 747799099]",0.0,0.0
"[666570144, 666570145, 632089462, 632089463, 666570140, 666570142, 666570143]",0.0,0.0
"[23516069, 632882766, 666570139, 666570141, 728837247]",0.0,0.0
666561710,0.0,0.0
74607485,0.0,0.0
"[666006578, 666006579, 476719990, 476719991]",0.0,0.0
"[22810629, 666006580, 666006581, 476719989, 666006582]",0.0,0.0
"[666006736, 666006737, 633012973, 632930638]",0.0,0.0
"[632960267, 666006583, 666006584, 666006585, 666006586]",0.0,0.0
633012974,0.0,0.0
"[23816768, 666006883, 666006884, 666006885, 666006886]",0.0,0.0
"[666561029, 666561030, 666561031, 666561032, 666560839, 666560844, 633013142, 734531967]",0.0,0.0
"[666834474, 666834475, 734813147, 464981414]",0.0,0.0
475132222,0.0,0.0
"[23816952, 632978629]",0.0,0.0
"[634824974, 75511728, 476719987, 747796379, 747796380, 633010110]",0.0,0.0
641059228,0.0,0.0
"[791634696, 641059229]",0.0,0.0
641059230,0.0,0.0
"[596272104, 765705958]",0.0,0.0
23828784,0.0,0.0
74607487,0.0,0.0
23828874,0.0,0.0
"[644332360, 464958957, 643866096, 646763098, 674365016, 734896634]",0.0,0.0
"[474457762, 474457763, 654757196, 74607487]",0.0,0.0
23829812,0.0,0.0
"[644780480, 640348674, 640348676, 467710954, 644338795, 467710958]",0.0,0.0
467710959,0.0,0.0
643883005,0.0,0.0
23830260,0.0,0.0
639404124,0.0,0.0
639711922,0.0,0.0
"[641060609, 23831164]",0.0,0.0
641060610,0.0,0.0
"[643883682, 670165722]",0.0,0.0
643883692,0.0,0.0
"[23829950, 478981293, 645111558]",0.0,0.0
641055789,0.0,0.0
23830049,0.0,0.0
376922147,0.0,0.0
"[646838961, 734515390]",0.0,0.0
645111559,0.0,0.0
"[736303832, 23830425, 467351549, 734515389]",0.0,0.0
"[667661203, 734515388]",0.0,0.0
536913695,0.0,0.0
23830593,0.0,0.0
"[536913694, 651916279]",0.0,0.0
536913705,0.0,0.0
643884671,0.0,0.0
646840493,0.0,0.0
750689294,0.0,0.0
"[644783161, 643884671]",0.0,0.0
23027383,0.0,0.0
"[643886859, 734423733]",0.0,0.0
646841505,0.0,0.0
646841507,0.0,0.0
632028990,0.0,0.0
23831452,0.0,0.0
646841506,0.0,0.0
